NMeta,Pi,Time
929,3.1419344000,0.002353153
930,3.1418728000,0.002433444
931,3.1415560000,0.002210996
932,3.1399960000,0.002211267
933,3.1410240000,0.002432622
934,3.1424216000,0.002240512
935,3.1425432000,0.002206007
936,3.1406136000,0.002384733
937,3.1416904000,0.002256792
938,3.1406360000,0.002248577
939,3.1412816000,0.002349636
940,3.1422952000,0.002217259
941,3.1405968000,0.002371787
942,3.1413536000,0.002251131
943,3.1415920000,0.002226496
944,3.1410232000,0.002370115
945,3.1402968000,0.002214944
946,3.1407904000,0.002220995
947,3.1417336000,0.002407996
948,3.1422064000,0.002252324
949,3.1409280000,0.002366999
950,3.1418864000,0.002215655
951,3.1411824000,0.002234591
952,3.1425208000,0.002394630
953,3.1408408000,0.002239039
954,3.1411464000,0.002382749
955,3.1409672000,0.002220003
956,3.1418448000,0.002218090
957,3.1412512000,0.002399761
958,3.1421848000,0.002245240
959,3.1414680000,0.002226797
960,3.1410672000,0.002369714
961,3.1425304000,0.002221195
962,3.1432936000,0.002261662
963,3.1411664000,0.002374443
964,3.1426744000,0.002225804
965,3.1411616000,0.002381246
966,3.1420688000,0.002218340
967,3.1413784000,0.002421251
968,3.1400528000,0.002276148
969,3.1409184000,0.002411793
970,3.1412360000,0.002385574
971,3.1420544000,0.002248657
972,3.1409032000,0.002223901
973,3.1420088000,0.002396925
974,3.1412224000,0.002213882
975,3.1413936000,0.002390503
976,3.1413944000,0.002265088
977,3.1420880000,0.002222478
978,3.1417792000,0.002397737
979,3.1408920000,0.002200687
980,3.1410376000,0.002224372
981,3.1414696000,0.002456577
982,3.1424272000,0.002237957
983,3.1409528000,0.002227217
984,3.1414352000,0.002372980
985,3.1414520000,0.002252565
986,3.1409208000,0.002418405
987,3.1416784000,0.002215825
988,3.1403408000,0.002220674
989,3.1433376000,0.002394010
990,3.1420352000,0.002258325
991,3.1421176000,0.002335961
992,3.1418304000,0.002277411
993,3.1416264000,0.002244790
994,3.1409912000,0.002394110
995,3.1412072000,0.002247174
996,3.1411784000,0.002234050
997,3.1413240000,0.002344947
998,3.1413712000,0.002210716
999,3.1406664000,0.002470403
1000,3.1426032000,0.002253396
1001,3.1423440000,0.002220054
1002,3.1414640000,0.002394841
1003,3.1414896000,0.002197230
1004,3.1410896000,0.002242245
1005,3.1412128000,0.002431319
1006,3.1428080000,0.002257574
1007,3.1409936000,0.002385123
1008,3.1405496000,0.002228269
1009,3.1406872000,0.002228990
1010,3.1407168000,0.002478899
1011,3.1421376000,0.002205617
1012,3.1417048000,0.002385533
1013,3.1425152000,0.002247995
1014,3.1409768000,0.010051781
1015,3.1427000000,0.005300921
1016,3.1413616000,0.002352913
1017,3.1418520000,0.002294463
1018,3.1429704000,0.002379062
1019,3.1408968000,0.002145153
1020,3.1402072000,0.002207750
1021,3.1422984000,0.002362901
1022,3.1411544000,0.002207830
1023,3.1415272000,0.002205416
1024,3.1419528000,0.002339357
1025,3.1424656000,0.002207961
1026,3.1412424000,0.002372329
1027,3.1409432000,0.002157226
1028,3.1423208000,0.002198473
1029,3.1417368000,0.002417103
1030,3.1421184000,0.002203642
1031,3.1420800000,0.002203182
1032,3.1420424000,0.002357311
1033,3.1418192000,0.002228179
1034,3.1402736000,0.002365847
1035,3.1413256000,0.002219101
1036,3.1421304000,0.003000317
1037,3.1427592000,0.002439084
1038,3.1419160000,0.002193083
1039,3.1412664000,0.002457840
1040,3.1431696000,0.002206478
1041,3.1415648000,0.002204694
1042,3.1405584000,0.002436710
1043,3.1412552000,0.002203062
1044,3.1415000000,0.002450605
1045,3.1408744000,0.002213932
1046,3.1422600000,0.002204174
1047,3.1421184000,0.002516329
1048,3.1420384000,0.002216146
1049,3.1430280000,0.002200257
1050,3.1403256000,0.002457438
1051,3.1405216000,0.002251042
1052,3.1405864000,0.002471014
1053,3.1432544000,0.003435853
1054,3.1420184000,0.002841780
1055,3.1421040000,0.002152867
1056,3.1418824000,0.002501071
1057,3.1404528000,0.002887275
1058,3.1425816000,0.003047705
1059,3.1420360000,0.002494358
1060,3.1420440000,0.002262473
1061,3.1424048000,0.003431565
1062,3.1417264000,0.002332314
1063,3.1408440000,0.002154250
1064,3.1420808000,0.002476204
1065,3.1407800000,0.002251302
1066,3.1411752000,0.002394931
1067,3.1403864000,0.002223449
1068,3.1418352000,0.002217158
1069,3.1424280000,0.002435157
1070,3.1431160000,0.002214262
1071,3.1416152000,0.002230242
1072,3.1413416000,0.002444334
1073,3.1420136000,0.002199896
1074,3.1406296000,0.002223951
1075,3.1408104000,0.002430638
1076,3.1417688000,0.002231695
1077,3.1418992000,0.002408607
1078,3.1427352000,0.002228660
1079,3.1408080000,0.002484289
1080,3.1407304000,0.002247174
1081,3.1426256000,0.002219242
1082,3.1415328000,0.002424096
1083,3.1405096000,0.002226004
1084,3.1407168000,0.002219673
1085,3.1420768000,0.002479750
1086,3.1423696000,0.002212609
1087,3.1410064000,0.002227878
1088,3.1413552000,0.002424166
1089,3.1434328000,0.002242516
1090,3.1411512000,0.002459012
1091,3.1409344000,0.002218590
1092,3.1423136000,0.002406153
1093,3.1429976000,0.002246373
1094,3.1426664000,0.002220033
1095,3.1429752000,0.002479310
1096,3.1421568000,0.002219412
1097,3.1417360000,0.002220013
1098,3.1426272000,0.004499859
1099,3.1404160000,0.002120377
1100,3.1420880000,0.004993204
1101,3.1406608000,0.004493196
1102,3.1429816000,0.002090040
1103,3.1415112000,0.002130586
1104,3.1411712000,0.002268053
1105,3.1404440000,0.002234992
1106,3.1414672000,0.002192221
1107,3.1409152000,0.002235643
1108,3.1427984000,0.002216557
1109,3.1408288000,0.002233889
1110,3.1411080000,0.002220995
1111,3.1423360000,0.002229692
1112,3.1416960000,0.002230392
1113,3.1421576000,0.002230212
1114,3.1413408000,0.002231004
1115,3.1431192000,0.002229671
1116,3.1418760000,0.002233028
1117,3.1418264000,0.002269096
1118,3.1409632000,0.002231695
1119,3.1405888000,0.002256993
1120,3.1418776000,0.002253065
1121,3.1409784000,0.002225494
1122,3.1417824000,0.002240361
1123,3.1413456000,0.002244540
1124,3.1415888000,0.002394961
1125,3.1408576000,0.002229371
1126,3.1416992000,0.002223340
1127,3.1418280000,0.002228018
1128,3.1398688000,0.002229571
1129,3.1420400000,0.002298501
1130,3.1406960000,0.002219522
1131,3.1408032000,0.002252374
1132,3.1413800000,0.002270007
1133,3.1409128000,0.002229932
1134,3.1417104000,0.002244860
1135,3.1406616000,0.002236945
1136,3.1411752000,0.002223971
1137,3.1405824000,0.002222879
1138,3.1413720000,0.002240452
1139,3.1420112000,0.002254598
1140,3.1412000000,0.002249288
1141,3.1411240000,0.002228710
1142,3.1409888000,0.002230342
1143,3.1412848000,0.002224182
1144,3.1423248000,0.002254237
1145,3.1416432000,0.002261261
1146,3.1406832000,0.002229301
1147,3.1421736000,0.002214583
1148,3.1428704000,0.002233328
1149,3.1416472000,0.002218932
1150,3.1418408000,0.002224401
1151,3.1403480000,0.002251933
1152,3.1410744000,0.002250641
1153,3.1424792000,0.002242947
1154,3.1418376000,0.002229861
1155,3.1409880000,0.002243979
1156,3.1412520000,0.002235232
1157,3.1428200000,0.002246262
1158,3.1410952000,0.002243227
1159,3.1414192000,0.002229741
1160,3.1421600000,0.002229231
1161,3.1416192000,0.002233959
1162,3.1418744000,0.002234039
1163,3.1425400000,0.002261912
1164,3.1408760000,0.002243127
1165,3.1411224000,0.002263765
1166,3.1413232000,0.002258887
1167,3.1422024000,0.002242715
1168,3.1425640000,0.002238508
1169,3.1414264000,0.002220925
1170,3.1413872000,0.002267773
1171,3.1407696000,0.002244449
1172,3.1416296000,0.002217679
1173,3.1417064000,0.002246944
1174,3.1408072000,0.002251342
1175,3.1400552000,0.002231915
1176,3.1410040000,0.002229361
1177,3.1406760000,0.002235232
1178,3.1427232000,0.002229391
1179,3.1410464000,0.002242646
1180,3.1415544000,0.002239460
1181,3.1413848000,0.002231124
1182,3.1416496000,0.002230253
1183,3.1421088000,0.002266841
1184,3.1438368000,0.002253626
1185,3.1412432000,0.002224402
1186,3.1420008000,0.002259708
1187,3.1413880000,0.002231705
1188,3.1420360000,0.002225754
1189,3.1421760000,0.002217369
1190,3.1416648000,0.002242505
1191,3.1418008000,0.002263846
1192,3.1425136000,0.002242405
1193,3.1418120000,0.002228690
1194,3.1408256000,0.002233018
1195,3.1422920000,0.002216897
1196,3.1402960000,0.002270598
1197,3.1413760000,0.002261341
1198,3.1418032000,0.002226596
1199,3.1412784000,0.002244950
1200,3.1416824000,0.002234440
1201,3.1414152000,0.002229472
1202,3.1408376000,0.002215845
1203,3.1428096000,0.002235663
1204,3.1410008000,0.002244710
1205,3.1418136000,0.002239319
1206,3.1411432000,0.002229201
1207,3.1415760000,0.002233689
1208,3.1406496000,0.002258295
1209,3.1405368000,0.002263835
1210,3.1405224000,0.002367230
1211,3.1411728000,0.002223189
1212,3.1413960000,0.002228740
1213,3.1416192000,0.002255640
1214,3.1418920000,0.002231595
1215,3.1419384000,0.002241424
1216,3.1412216000,0.002237636
1217,3.1406504000,0.002258065
1218,3.1421184000,0.002230894
1219,3.1407016000,0.002233448
1220,3.1412800000,0.002226766
1221,3.1413312000,0.002260139
1222,3.1414712000,0.002248026
1223,3.1406936000,0.002235112
1224,3.1415328000,0.002477656
1225,3.1406120000,0.002217379
1226,3.1412008000,0.002244890
1227,3.1425880000,0.002379282
1228,3.1418456000,0.002231154
1229,3.1411488000,0.002215776
1230,3.1393904000,0.002231695
1231,3.1413488000,0.002238608
1232,3.1416368000,0.002268364
1233,3.1423584000,0.002250931
1234,3.1418800000,0.002236083
1235,3.1417216000,0.002227437
1236,3.1421280000,0.002227107
1237,3.1415240000,0.002226556
1238,3.1426520000,0.002230232
1239,3.1407760000,0.002241404
1240,3.1415400000,0.002259277
1241,3.1422056000,0.002227898
1242,3.1417792000,0.002246262
1243,3.1410696000,0.002234721
1244,3.1425272000,0.002231445
1245,3.1422240000,0.002254117
1246,3.1406576000,0.002256611
1247,3.1416920000,0.002235141
1248,3.1419984000,0.002230173
1249,3.1421552000,0.002230483
1250,3.1412032000,0.002231364
1251,3.1428136000,0.002233439
1252,3.1416240000,0.002251753
1253,3.1408592000,0.002248737
1254,3.1413232000,0.002250621
1255,3.1424952000,0.002233889
1256,3.1416904000,0.002227878
1257,3.1418256000,0.002237176
1258,3.1419560000,0.002277681
1259,3.1415128000,0.002254498
1260,3.1418504000,0.002215986
1261,3.1417352000,0.002248527
1262,3.1411352000,0.002233639
1263,3.1413816000,0.002415690
1264,3.1415480000,0.002240713
1265,3.1410848000,0.003595222
1266,3.1412248000,0.002568507
1267,3.1410360000,0.002142779
1268,3.1426272000,0.002439885
1269,3.1415880000,0.002311756
1270,3.1415832000,0.002182543
1271,3.1418424000,0.002237115
1272,3.1427728000,0.002248477
1273,3.1402456000,0.002223620
1274,3.1419880000,0.002828254
1275,3.1422816000,0.002225574
1276,3.1429696000,0.002178085
1277,3.1429112000,0.002254388
1278,3.1416368000,0.002247665
1279,3.1418280000,0.002223860
1280,3.1418536000,0.002217900
1281,3.1418792000,0.002268705
1282,3.1411240000,0.002255159
1283,3.1416176000,0.002229160
1284,3.1419768000,0.002220575
1285,3.1412408000,0.002233198
1286,3.1426864000,0.002230202
1287,3.1423008000,0.002215535
1288,3.1416576000,0.002241734
1289,3.1424504000,0.002246684
1290,3.1408272000,0.002234721
1291,3.1429408000,0.002230843
1292,3.1428232000,0.002230343
1293,3.1413224000,0.002226406
1294,3.1422488000,0.002236594
1295,3.1405664000,0.002233769
1296,3.1420272000,0.002252935
1297,3.1426024000,0.002232226
1298,3.1411768000,0.002229381
1299,3.1420888000,0.002257033
1300,3.1425656000,0.002223369
1301,3.1415664000,0.002235523
1302,3.1412912000,0.002261841
1303,3.1404680000,0.002234430
1304,3.1423104000,0.002236664
1305,3.1406200000,0.002232827
1306,3.1406736000,0.002222608
1307,3.1417912000,0.002243347
1308,3.1416320000,0.002243387
1309,3.1417096000,0.002243757
1310,3.1429104000,0.002235833
1311,3.1416616000,0.002229011
1312,3.1411184000,0.002248847
1313,3.1415232000,0.002228309
1314,3.1416048000,0.002241163
1315,3.1413016000,0.002261060
1316,3.1406416000,0.002234010
1317,3.1413648000,0.002224141
1318,3.1410304000,0.002245271
1319,3.1423200000,0.002236444
1320,3.1418488000,0.002234070
1321,3.1423680000,0.002228559
1322,3.1419288000,0.002227317
1323,3.1409648000,0.002227928
1324,3.1410632000,0.002232907
1325,3.1412240000,0.002228870
1326,3.1414424000,0.002230012
1327,3.1414288000,0.002216347
1328,3.1420472000,0.002242726
1329,3.1416096000,0.002242816
1330,3.1411368000,0.002230733
1331,3.1412904000,0.002229561
1332,3.1416648000,0.002231865
1333,3.1421768000,0.002230714
1334,3.1412056000,0.002231014
1335,3.1413000000,0.002252223
1336,3.1412048000,0.002247275
1337,3.1410400000,0.002235963
1338,3.1399280000,0.002229171
1339,3.1411144000,0.002228719
1340,3.1419048000,0.002226996
1341,3.1414520000,0.002290616
1342,3.1414848000,0.002240662
1343,3.1423440000,0.002225093
1344,3.1419880000,0.002283131
1345,3.1419896000,0.002256372
1346,3.1420240000,0.002221246
1347,3.1428992000,0.002290485
1348,3.1418368000,0.002265339
1349,3.1414088000,0.002210656
1350,3.1414504000,0.002222217
1351,3.1436144000,0.002243708
1352,3.1412992000,0.002226515
1353,3.1421888000,0.002240142
1354,3.1411304000,0.002229621
1355,3.1405928000,0.002229872
1356,3.1405888000,0.002229681
1357,3.1414136000,0.002230193
1358,3.1422704000,0.002233549
1359,3.1406608000,0.002225954
1360,3.1404992000,0.002251272
1361,3.1414336000,0.002982644
1362,3.1421048000,0.003400437
1363,3.1422776000,0.002136888
1364,3.1410296000,0.002670858
1365,3.1397392000,0.004071856
1366,3.1417016000,0.002774894
1367,3.1411808000,0.002254017
1368,3.1409704000,0.003142193
1369,3.1428576000,0.002198984
1370,3.1418576000,0.004997833
1371,3.1415928000,0.002539632
1372,3.1411232000,0.002086944
1373,3.1411528000,0.002196610
1374,3.1418448000,0.002329148
1375,3.1414976000,0.002217608
1376,3.1395776000,0.002268233
1377,3.1416664000,0.002230002
1378,3.1412800000,0.002210366
1379,3.1419208000,0.002247645
1380,3.1412072000,0.002217599
1381,3.1416152000,0.002220314
1382,3.1418424000,0.002260870
1383,3.1416904000,0.002333416
1384,3.1412312000,0.002215755
1385,3.1411928000,0.002234661
1386,3.1414184000,0.002275227
1387,3.1404480000,0.002403036
1388,3.1408608000,0.002299652
1389,3.1410712000,0.002192171
1390,3.1421240000,0.002223810
1391,3.1410272000,0.002239921
1392,3.1424592000,0.002225143
1393,3.1421080000,0.002231875
1394,3.1406968000,0.002261351
1395,3.1415232000,0.002230022
1396,3.1403696000,0.002229051
1397,3.1421784000,0.002264276
1398,3.1418488000,0.002260519
1399,3.1422392000,0.002217007
1400,3.1406624000,0.002247014
1401,3.1405440000,0.002262864
1402,3.1414088000,0.002229872
1403,3.1413896000,0.002258415
1404,3.1419856000,0.002261401
1405,3.1417352000,0.002235182
1406,3.1416024000,0.002235132
1407,3.1408256000,0.002242004
1408,3.1417416000,0.002346180
1409,3.1420984000,0.002242706
1410,3.1405600000,0.002452329
1411,3.1422824000,0.002220204
1412,3.1415816000,0.002194205
1413,3.1412704000,0.002357381
1414,3.1422688000,0.007826057
1415,3.1405616000,0.002683222
1416,3.1414856000,0.002199575
1417,3.1410216000,0.002261722
1418,3.1404528000,0.002218310
1419,3.1401728000,0.002179247
1420,3.1426080000,0.002239981
1421,3.1410528000,0.002217679
1422,3.1422664000,0.002224151
1423,3.1412520000,0.002237035
1424,3.1409144000,0.002239209
1425,3.1421976000,0.002259478
1426,3.1415288000,0.002265899
1427,3.1413000000,0.002230603
1428,3.1418592000,0.002204945
1429,3.1407048000,0.002255581
1430,3.1418576000,0.002246513
1431,3.1419256000,0.002233288
1432,3.1419720000,0.002216366
1433,3.1415824000,0.002245151
1434,3.1408656000,0.002236113
1435,3.1420120000,0.002235693
1436,3.1423112000,0.002240402
1437,3.1410824000,0.002236454
1438,3.1425752000,0.002230403
1439,3.1417936000,0.002248897
1440,3.1420848000,0.002241293
1441,3.1406808000,0.002217509
1442,3.1425936000,0.002301647
1443,3.1411216000,0.002270067
1444,3.1416472000,0.002216346
1445,3.1419456000,0.002242315
1446,3.1417224000,0.002242094
1447,3.1414384000,0.002232918
1448,3.1417024000,0.002273844
1449,3.1420720000,0.002246223
1450,3.1421848000,0.002244549
1451,3.1398592000,0.002228609
1452,3.1411016000,0.002243016
1453,3.1428552000,0.002231805
1454,3.1415296000,0.002244288
1455,3.1425032000,0.002272943
1456,3.1409944000,0.002230142
1457,3.1415344000,0.002229592
1458,3.1401096000,0.002233879
1459,3.1413728000,0.002228479
1460,3.1414168000,0.002227428
1461,3.1414616000,0.002242625
1462,3.1417192000,0.002247525
1463,3.1417960000,0.002229051
1464,3.1421256000,0.002229541
1465,3.1411792000,0.002242265
1466,3.1403376000,0.002232867
1467,3.1413232000,0.002483948
1468,3.1421240000,0.003053667
1469,3.1414728000,0.002166623
1470,3.1416752000,0.002179257
1471,3.1420784000,0.002965601
1472,3.1420920000,0.006166445
1473,3.1410392000,0.002077867
1474,3.1413200000,0.006863752
1475,3.1417592000,0.002278853
1476,3.1423008000,0.004864914
1477,3.1416896000,0.004324039
1478,3.1423128000,0.002091312
1479,3.1421696000,0.003053957
1480,3.1415592000,0.010384816
1481,3.1413496000,0.009989514
1482,3.1418480000,0.009009736
1483,3.1418736000,0.006771589
1484,3.1410416000,0.002132229
1485,3.1407080000,0.002604213
1486,3.1399104000,0.002200226
1487,3.1415272000,0.002522200
1488,3.1410752000,0.002201689
1489,3.1429616000,0.002199194
1490,3.1426840000,0.002213932
1491,3.1420728000,0.002206909
1492,3.1419176000,0.002206859
1493,3.1419776000,0.002215424
1494,3.1418064000,0.002212500
1495,3.1419848000,0.002213150
1496,3.1414832000,0.002217078
1497,3.1422848000,0.002221877
1498,3.1417072000,0.002194866
1499,3.1420672000,0.002213842
1500,3.1418552000,0.002212970
1501,3.1421520000,0.002217308
1502,3.1406848000,0.002211677
1503,3.1420232000,0.002813446
1504,3.1412352000,0.002213681
1505,3.1415656000,0.002166072
1506,3.1408136000,0.002227928
1507,3.1404728000,0.002218431
1508,3.1402296000,0.002213591
1509,3.1415952000,0.002220825
1510,3.1399976000,0.002240482
1511,3.1408720000,0.002227487
1512,3.1407384000,0.002229171
1513,3.1419392000,0.002218681
1514,3.1415232000,0.002228419
1515,3.1421360000,0.002231344
1516,3.1409280000,0.002229612
1517,3.1415528000,0.002219763
1518,3.1422760000,0.002225744
1519,3.1405432000,0.002227277
1520,3.1414640000,0.002221997
1521,3.1421256000,0.002225423
1522,3.1415912000,0.002226456
1523,3.1425768000,0.002226916
1524,3.1416088000,0.002217849
1525,3.1429296000,0.002231465
1526,3.1420288000,0.002801244
1527,3.1411392000,0.003409323
1528,3.1414456000,0.002146606
1529,3.1413992000,0.002208502
1530,3.1411480000,0.002276419
1531,3.1414856000,0.002210115
1532,3.1423656000,0.002226926
1533,3.1415144000,0.002214774
1534,3.1419808000,0.002221005
1535,3.1421472000,0.002229812
1536,3.1412904000,0.002240291
1537,3.1412448000,0.002235092
1538,3.1411192000,0.002245551
1539,3.1411072000,0.002236514
1540,3.1408744000,0.002271691
1541,3.1413768000,0.002234310
1542,3.1403624000,0.002224492
1543,3.1419536000,0.002229861
1544,3.1395464000,0.002254427
1545,3.1409560000,0.002240672
1546,3.1417976000,0.002296326
1547,3.1409592000,0.002277802
1548,3.1412832000,0.002235121
1549,3.1427440000,0.002238438
1550,3.1406904000,0.002325211
1551,3.1407352000,0.002362140
1552,3.1415408000,0.002398238
1553,3.1416824000,0.002245350
1554,3.1420096000,0.002230243
1555,3.1415824000,0.002240011
1556,3.1424168000,0.002242014
1557,3.1415928000,0.002242485
1558,3.1424976000,0.002274205
1559,3.1417440000,0.002251262
1560,3.1422760000,0.002253616
1561,3.1413816000,0.002238779
1562,3.1419320000,0.002259117
1563,3.1425232000,0.002252875
1564,3.1417792000,0.002252975
1565,3.1420792000,0.002400582
1566,3.1421392000,0.002240151
1567,3.1406952000,0.002225423
1568,3.1420352000,0.002813006
1569,3.1414080000,0.002248607
1570,3.1416736000,0.002200657
1571,3.1412056000,0.002253676
1572,3.1406496000,0.002275708
1573,3.1415000000,0.002226015
1574,3.1412304000,0.002680266
1575,3.1417488000,0.002233439
1576,3.1413112000,0.002216356
1577,3.1421216000,0.002250911
1578,3.1415288000,0.002249750
1579,3.1417528000,0.002254558
1580,3.1412360000,0.002251622
1581,3.1410440000,0.002250351
1582,3.1410568000,0.002279765
1583,3.1412392000,0.002238548
1584,3.1402888000,0.002253957
1585,3.1427232000,0.006099339
1586,3.1427736000,0.004062148
1587,3.1413128000,0.003074696
1588,3.1416632000,0.014560907
1589,3.1422600000,0.006769155
1590,3.1418488000,0.006421432
1591,3.1414240000,0.005906617
1592,3.1416488000,0.004047521
1593,3.1420608000,0.002417414
1594,3.1420456000,0.002226185
1595,3.1426880000,0.002269496
1596,3.1406384000,0.002241493
1597,3.1413488000,0.002239621
1598,3.1422560000,0.002230583
1599,3.1415640000,0.002225674
1600,3.1425472000,0.002434365
1601,3.1406584000,0.002236945
1602,3.1430808000,0.002233519
1603,3.1401264000,0.002224241
1604,3.1423848000,0.002227618
1605,3.1412032000,0.002230102
1606,3.1409856000,0.002228369
1607,3.1411792000,0.002223130
1608,3.1405376000,0.002225603
1609,3.1413536000,0.002226185
1610,3.1426176000,0.002163618
1611,3.1423208000,0.002229712
1612,3.1417680000,0.002236875
1613,3.1415168000,0.002223309
1614,3.1409904000,0.002227257
1615,3.1419744000,0.002187893
1616,3.1409840000,0.002441840
1617,3.1421520000,0.003974253
1618,3.1422304000,0.002063570
1619,3.1417496000,0.002191981
1620,3.1417824000,0.002218109
1621,3.1422064000,0.002211548
1622,3.1417968000,0.002211627
1623,3.1414696000,0.003937183
1624,3.1413656000,0.002054744
1625,3.1409696000,0.002580078
1626,3.1404280000,0.002202080
1627,3.1429416000,0.002170120
1628,3.1409696000,0.002192081
1629,3.1415152000,0.002681619
1630,3.1421960000,0.002226816
1631,3.1410016000,0.002181782
1632,3.1417176000,0.002460013
1633,3.1421168000,0.002210576
1634,3.1416200000,0.002205085
1635,3.1420000000,0.002249098
1636,3.1419744000,0.002238298
1637,3.1412344000,0.002222107
1638,3.1426368000,0.002237256
1639,3.1403048000,0.002241784
1640,3.1408696000,0.002595057
1641,3.1407120000,0.002230913
1642,3.1412944000,0.002222057
1643,3.1406488000,0.002257043
1644,3.1423888000,0.002238007
1645,3.1416936000,0.002219582
1646,3.1411264000,0.002266781
1647,3.1416560000,0.002245772
1648,3.1419720000,0.002234921
1649,3.1423432000,0.002259919
1650,3.1412760000,0.002239970
1651,3.1421832000,0.002242556
1652,3.1411792000,0.002248707
1653,3.1426136000,0.002235743
1654,3.1418000000,0.002253156
1655,3.1403672000,0.002254448
1656,3.1426312000,0.002239470
1657,3.1410992000,0.002265929
1658,3.1422400000,0.002246283
1659,3.1407288000,0.002256201
1660,3.1418840000,0.002252114
1661,3.1419440000,0.002257413
1662,3.1398984000,0.002253697
1663,3.1414600000,0.002258585
1664,3.1422648000,0.002255159
1665,3.1416200000,0.002247184
1666,3.1410632000,0.002255450
1667,3.1416600000,0.003748470
1668,3.1409600000,0.002120476
1669,3.1396648000,0.002182784
1670,3.1433688000,0.002298130
1671,3.1417040000,0.002245932
1672,3.1414064000,0.002226545
1673,3.1423904000,0.002219042
1674,3.1404912000,0.002245170
1675,3.1407352000,0.002271390
1676,3.1417136000,0.002278734
1677,3.1433376000,0.002238929
1678,3.1422816000,0.002230723
1679,3.1406384000,0.002251232
1680,3.1414560000,0.002254318
1681,3.1411768000,0.002276188
1682,3.1409440000,0.002265499
1683,3.1433024000,0.002240181
1684,3.1421528000,0.002255099
1685,3.1405024000,0.002242836
1686,3.1402968000,0.002229340
1687,3.1409696000,0.002268404
1688,3.1425904000,0.002296156
1689,3.1415888000,0.002237296
1690,3.1415352000,0.002229010
1691,3.1408992000,0.002261541
1692,3.1418088000,0.002244990
1693,3.1423928000,0.002281960
1694,3.1415944000,0.002262142
1695,3.1402336000,0.002241423
1696,3.1406880000,0.002238788
1697,3.1420424000,0.002239961
1698,3.1414408000,0.002274706
1699,3.1418160000,0.002254999
1700,3.1415496000,0.002261932
1701,3.1410640000,0.002239389
1702,3.1416696000,0.004805482
1703,3.1415448000,0.002541506
1704,3.1419704000,0.002774533
1705,3.1425600000,0.011685905
1706,3.1409936000,0.011574987
1707,3.1405808000,0.007035274
1708,3.1415272000,0.002671971
1709,3.1425896000,0.002365707
1710,3.1403944000,0.002245801
1711,3.1410080000,0.002261952
1712,3.1412224000,0.002244279
1713,3.1401528000,0.002243017
1714,3.1415376000,0.002176592
1715,3.1414256000,0.002229361
1716,3.1412328000,0.002230743
1717,3.1419288000,0.002227748
1718,3.1411968000,0.002225684
1719,3.1425608000,0.002227568
1720,3.1429952000,0.002229651
1721,3.1411304000,0.002229271
1722,3.1401744000,0.002227678
1723,3.1419128000,0.002176271
1724,3.1415552000,0.002180680
1725,3.1422584000,0.002203522
1726,3.1409232000,0.002207690
1727,3.1411936000,0.002227267
1728,3.1409512000,0.002227277
1729,3.1401944000,0.002231825
1730,3.1418072000,0.002260760
1731,3.1425656000,0.002248487
1732,3.1419872000,0.002221566
1733,3.1412816000,0.002241093
1734,3.1424456000,0.002227127
1735,3.1426968000,0.002226335
1736,3.1418952000,0.002237847
1737,3.1425696000,0.002242355
1738,3.1411376000,0.002259938
1739,3.1417464000,0.002238488
1740,3.1415624000,0.002352933
1741,3.1425424000,0.002239269
1742,3.1416264000,0.002250961
1743,3.1420480000,0.002263324
1744,3.1414328000,0.002241854
1745,3.1412424000,0.002242245
1746,3.1405048000,0.002628600
1747,3.1405680000,0.002230893
1748,3.1420768000,0.002203413
1749,3.1414696000,0.002271189
1750,3.1421088000,0.002254859
1751,3.1414248000,0.002243778
1752,3.1404456000,0.002237926
1753,3.1419136000,0.002260409
1754,3.1406144000,0.002252043
1755,3.1418408000,0.002246894
1756,3.1425864000,0.002244940
1757,3.1425920000,0.002242085
1758,3.1440136000,0.002240311
1759,3.1414968000,0.002254188
1760,3.1423440000,0.002251672
1761,3.1398944000,0.002246483
1762,3.1416424000,0.002236333
1763,3.1412392000,0.002241473
1764,3.1413080000,0.002248266
1765,3.1413320000,0.002284184
1766,3.1417640000,0.002266581
1767,3.1406512000,0.002238768
1768,3.1418984000,0.002237997
1769,3.1420880000,0.002257293
1770,3.1404184000,0.002247164
1771,3.1421352000,0.002262133
1772,3.1407240000,0.002374223
1773,3.1415480000,0.002252875
1774,3.1430472000,0.002871295
1775,3.1413656000,0.002247495
1776,3.1405088000,0.002198473
1777,3.1410576000,0.002267262
1778,3.1410504000,0.002239600
1779,3.1413416000,0.002234350
1780,3.1419904000,0.002252224
1781,3.1407960000,0.002286157
1782,3.1408096000,0.002236855
1783,3.1412072000,0.002256392
1784,3.1416408000,0.002238077
1785,3.1414728000,0.002225073
1786,3.1417480000,0.002269245
1787,3.1424536000,0.002263064
1788,3.1420064000,0.002240111
1789,3.1417384000,0.002239550
1790,3.1436152000,0.002256442
1791,3.1413880000,0.002367149
1792,3.1422328000,0.002256041
1793,3.1428872000,0.002243147
1794,3.1411368000,0.002242235
1795,3.1414008000,0.002239189
1796,3.1424480000,0.002235723
1797,3.1421576000,0.002246503
1798,3.1411576000,0.002277110
1799,3.1417784000,0.002253436
1800,3.1425136000,0.002250710
1801,3.1418520000,0.002258145
1802,3.1417072000,0.002249218
1803,3.1409352000,0.002253185
1804,3.1411240000,0.002247545
1805,3.1433416000,0.002244369
1806,3.1410824000,0.002256472
