"U:0","U:1","U:2","p","rho","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
15.69923782,-0.0002075351222,0,4248408,1001.883728,1,0.1185000017,0.1185000017,0.0549999997,0
15.76427555,-0.0001782710024,0,4136417.25,1001.832458,1,0.1190000027,0.1190000027,0.0549999997,0
15.82931328,-0.0001490068826,0,4024426.5,1001.78125,1,0.1195000038,0.1195000038,0.0549999997,0
15.89435101,-0.000119742981,0,3912436,1001.72998,1,0.1200000048,0.1200000048,0.0549999997,0
15.95481682,-0.0001048510458,0,3806350.5,1001.681213,1,0.1205000058,0.1205000058,0.0549999997,0
16.01528168,-8.995911048e-05,0,3700265.25,1001.632507,1,0.1210000068,0.1210000068,0.0549999997,0
16.07574844,-7.506716793e-05,0,3594180,1001.58374,1,0.1215000078,0.1215000078,0.0549999997,0
16.1362114,-6.017545456e-05,0,3488096.25,1001.535034,1,0.1220000014,0.1220000014,0.0549999997,0
16.19125557,-5.261351544e-05,0,3389119.75,1001.48999,1,0.1225000024,0.1225000024,0.0549999997,0
16.24629974,-4.505157631e-05,0,3290143,1001.445007,1,0.1230000034,0.1230000034,0.0549999997,0
16.30134392,-3.748963718e-05,0,3191166.5,1001.399963,1,0.1235000044,0.1235000044,0.0549999997,0
16.35638809,-2.992775262e-05,0,3092190,1001.35498,1,0.1240000054,0.1240000054,0.0549999997,0
16.4055481,-2.611573655e-05,0,3000949.25,1001.313721,1,0.1245000064,0.1245000064,0.0549999997,0
16.45470619,-2.230377686e-05,0,2909710,1001.272461,1,0.125,0.125,0.0549999997,0
16.5038662,-1.849170258e-05,0,2818468,1001.231262,1,0.1255000085,0.1255000085,0.0549999997,0
16.55302429,-1.467974289e-05,0,2727228.75,1001.190002,1,0.126000002,0.126000002,0.0549999997,0
16.59617805,-1.277859883e-05,0,2643806.5,1001.152466,1,0.1265000105,0.1265000105,0.0549999997,0
16.63933182,-1.087751116e-05,0,2560386.75,1001.11499,1,0.1270000041,0.1270000041,0.0549999997,0
16.68248367,-8.976423487e-06,0,2476967.25,1001.077515,1,0.1274999976,0.1274999976,0.0549999997,0
16.72563744,-7.075279427e-06,0,2393545,1001.039978,1,0.1280000061,0.1280000061,0.0549999997,0
16.76294708,-6.136488992e-06,0,2317584.75,1001.006226,1,0.1284999996,0.1284999996,0.0549999997,0
16.80025673,-5.197670362e-06,0,2241622,1000.972473,1,0.1290000081,0.1290000081,0.0549999997,0
16.83756447,-4.258879926e-06,0,2165661.5,1000.938782,1,0.1295000017,0.1295000017,0.0549999997,0
16.87487411,-3.320075621e-06,0,2089699.25,1000.905029,1,0.1300000101,0.1300000101,0.0549999997,0
16.90673065,-2.861177791e-06,0,2020524.625,1000.873779,1,0.1305000037,0.1305000037,0.0549999997,0
16.93858719,-2.402266091e-06,0,1951348,1000.842529,1,0.1310000122,0.1310000122,0.0549999997,0
16.97044373,-1.943368261e-06,0,1882173.375,1000.811279,1,0.1315000057,0.1315000057,0.0549999997,0
17.00230026,-1.484470204e-06,0,1812998.75,1000.780029,1,0.1319999993,0.1319999993,0.0549999997,0
17.02916336,-1.25740155e-06,0,1749749.625,1000.751282,1,0.1325000077,0.1325000077,0.0549999997,0
17.05602646,-1.030339604e-06,0,1686502.5,1000.722534,1,0.1330000013,0.1330000013,0.0549999997,0
17.08288765,-8.032708934e-07,0,1623253.375,1000.693726,1,0.1335000098,0.1335000098,0.0549999997,0
17.10975075,-5.762089472e-07,0,1560006.25,1000.664978,1,0.1340000033,0.1340000033,0.0549999997,0
17.13230133,-4.581075359e-07,0,1501768.875,1000.638733,1,0.1345000118,0.1345000118,0.0549999997,0
